<h3>Country2010</h3>
Time Series of Nominal and Indexed Data for U.S.-Mexico by Air (A), January 2004 -December 2014
Unadjusted and Adjusted for Inflation and Exchange Rate Fluctuations (Billions of U.S. Dollars)
Year,Month,Nominal Imports, Indexed Imports, Nominal Exports, Indexed Exports
2004, 01, 0.224819566, 0.224819566, 0.504569407, 0.504569407, 
2004, 02, 0.243159597, 0.24243725761530777, 0.440813333, 0.4377939208630779, 
2004, 03, 0.286635666, 0.28437636968074265, 0.488738069, 0.48162036537110464, 
2004, 04, 0.307266324, 0.3039460537820117, 0.490735008, 0.48032388688377786, 
2004, 05, 0.256977233, 0.2519727221344173, 0.48274585, 0.4706886426607383, 
2004, 06, 0.280839181, 0.27590727500068946, 0.493854507, 0.4847796501009527, 
2004, 07, 0.251651654, 0.24627126229863164, 0.462801869, 0.4521113966330888, 
2004, 08, 0.310003727, 0.3019087473862199, 0.540204275, 0.5302777148038438, 
2004, 09, 0.307031677, 0.2953016175569188, 0.523647586, 0.5120444338298644, 
2004, 10, 0.328561605, 0.3063531692125296, 0.535234761, 0.5203669560170799, 
2004, 11, 0.319994364, 0.30200020143768214, 0.510187538, 0.494594252331225, 
2004, 12, 0.339085357, 0.3283258051717488, 0.539627407, 0.5226351481249634, 
2005, 01, 0.288332302, 0.27705203156655656, 0.4673898, 0.44924288954526603, 
2005, 02, 0.286704722, 0.2736602413725663, 0.471324694, 0.45259641284520974, 
2005, 03, 0.322653606, 0.29753852490651805, 0.538193494, 0.513408096898431, 
2005, 04, 0.29784555, 0.2726639690671677, 0.48440535, 0.4599357035218077, 
2005, 05, 0.296284831, 0.27000789241671397, 0.513051617, 0.488048005051445, 
2005, 06, 0.330434997, 0.29869652301913063, 0.516009044, 0.49086130160798874, 
2005, 07, 0.255829699, 0.2298130404083629, 0.472801081, 0.44933795601687143, 
2005, 08, 0.323495434, 0.2880281078800599, 0.551812263, 0.5254120667749809, 
2005, 09, 0.348576033, 0.3068321185285066, 0.616999256, 0.5825618959778301, 
2005, 10, 0.416665496, 0.3696757785850691, 0.597778109, 0.5602443011400714, 
2005, 11, 0.368872609, 0.333143128409597, 0.567379311, 0.5352135796541317, 
2005, 12, 0.367485802, 0.3280656705184433, 0.642106678, 0.6051421221479252, 
2006, 01, 0.295082277, 0.2566042759362023, 0.535533919, 0.5009831782561963, 
2006, 02, 0.321067086, 0.2833605998420696, 0.508600306, 0.47534911712646605, 
2006, 03, 0.379292565, 0.3332875072334165, 0.640046456, 0.5971019632649607, 
2006, 04, 0.298296413, 0.25456303801623387, 0.676926549, 0.6268980125648994, 
2006, 05, 0.37977963, 0.3194970402664839, 0.611593374, 0.5622890114270115, 
2006, 06, 0.384074966, 0.3244659038999111, 0.626167892, 0.5715469451129619, 
2006, 07, 0.302500816, 0.2496870633015996, 0.588374546, 0.5351254195343326, 
2006, 08, 0.361915435, 0.29272989282344997, 0.661592889, 0.5990335075384233, 
2006, 09, 0.368144395, 0.3066346393022187, 0.653626225, 0.5939394824121412, 
2006, 10, 0.357678565, 0.30369493476879517, 0.668519737, 0.6091088939837499, 
2006, 11, 0.331089826, 0.2813564042250238, 0.641935389, 0.5827944565766259, 
2006, 12, 0.338832294, 0.2874507193710322, 0.554423644, 0.500213167071877, 
2007, 01, 0.311924372, 0.265967599150904, 0.518657719, 0.46587381509792425, 
2007, 02, 0.285233764, 0.24157300426515593, 0.471385294, 0.42006665027815004, 
2007, 03, 0.328214561, 0.2747397745065775, 0.581025173, 0.5141589869818373, 
2007, 04, 0.321896863, 0.26375104159734497, 0.476734975, 0.4200397930972516, 
2007, 05, 0.377498362, 0.30706035602920223, 0.569409394, 0.5003899083864818, 
2007, 06, 0.393396593, 0.31390668196455, 0.613018953, 0.5363914068658358, 
2007, 07, 0.353538948, 0.2774852670966898, 0.552793142, 0.4832772221817835, 
2007, 08, 0.480528085, 0.3756922487397669, 0.626545387, 0.5468128596075945, 
2007, 09, 0.452887627, 0.34840159229339546, 0.612855054, 0.5330314281905522, 
2007, 10, 0.463813153, 0.3509088538814147, 0.579862585, 0.5004764715697773, 
2007, 11, 0.470397671, 0.3465181369919976, 0.658880663, 0.5634066171359939, 
2007, 12, 0.445122846, 0.3259916731162248, 0.562693659, 0.478737530148489, 
2008, 01, 0.41595598, 0.29833869443499283, 0.616030487, 0.5180370671656058, 
2008, 02, 0.421021321, 0.30766932180370854, 0.528830729, 0.4406921272692909, 
2008, 03, 0.47745222, 0.33763638993510076, 0.524721994, 0.43020407625831836, 
2008, 04, 0.458838045, 0.31734186408666715, 0.553767136, 0.45182753749079535, 
2008, 05, 0.449964855, 0.30288399384141623, 0.550642099, 0.44783777582473483, 
2008, 06, 0.494432559, 0.32267881734332204, 0.629174263, 0.5064327257979446, 
2008, 07, 0.517115464, 0.32916251136089114, 0.637973396, 0.5058927994147512, 
2008, 08, 0.490972025, 0.3206281834935699, 0.65679892, 0.5295080879510511, 
2008, 09, 0.588746927, 0.3949819798384715, 0.604883981, 0.491558876790483, 
2008, 10, 0.544346744, 0.393225955241206, 0.667826748, 0.5542468710394628, 
2008, 11, 0.482777381, 0.3768656247405171, 0.517416257, 0.4435619312888948, 
2008, 12, 0.610544414, 0.4743966172270757, 0.541796468, 0.4748905281669068, 
2009, 01, 0.531427997, 0.4190664140088493, 0.481206472, 0.4188888582764061, 
