<h3>Country2010</h3>
Time Series of Nominal and Indexed Data for U.S.-Mexico by Rail (R), January 2004 -December 2014
Unadjusted and Adjusted for Inflation and Exchange Rate Fluctuations (Billions of U.S. Dollars)
Year,Month,Nominal Imports, Indexed Imports, Nominal Exports, Indexed Exports
2004, 01, 1.339693067, 1.339693067, 1.003161555, 1.003161555, 
2004, 02, 1.622322975, 1.6175036390823903, 1.001237018, 0.9943789060107129, 
2004, 03, 1.642090138, 1.6291469887525778, 1.273049333, 1.2545093656187054, 
2004, 04, 1.568739848, 1.5517882988380884, 1.165625277, 1.1408961141378775, 
2004, 05, 1.882344737, 1.8456869577130348, 1.167621515, 1.1384586445162084, 
2004, 06, 1.905932283, 1.8724616012121644, 1.040526194, 1.021405934538117, 
2004, 07, 1.477710212, 1.446116301786034, 0.854253245, 0.8345204579873859, 
2004, 08, 1.725583281, 1.6805239469824618, 1.059003252, 1.0395434661089993, 
2004, 09, 1.775533687, 1.707699918526322, 1.216646264, 1.189687423520558, 
2004, 10, 1.882371809, 1.7551368161945535, 1.369815287, 1.3317644202893104, 
2004, 11, 1.689539536, 1.5945320843492359, 1.317473616, 1.2772065751077506, 
2004, 12, 1.671532577, 1.6184930073943984, 1.164461857, 1.1277942654959796, 
2005, 01, 1.257450038, 1.2082554927243072, 1.124022539, 1.0803811579421854, 
2005, 02, 1.708913172, 1.6311611049582848, 1.195855774, 1.1483379514858005, 
2005, 03, 1.711789848, 1.578545588372791, 1.313464081, 1.2529751877131696, 
2005, 04, 1.825158187, 1.6708487853615939, 1.385415746, 1.3154317263562427, 
2005, 05, 1.887056454, 1.7196970033740868, 1.302572641, 1.2390916582466245, 
2005, 06, 1.724262062, 1.5586456863502165, 1.288821241, 1.2260104338351157, 
2005, 07, 1.246838429, 1.1200409154469462, 1.135585119, 1.0792308155797887, 
2005, 08, 1.652233796, 1.471086525559334, 1.356661222, 1.2917548672971249, 
2005, 09, 1.915773624, 1.6863491004068967, 1.357226995, 1.2814743677413656, 
2005, 10, 2.022636302, 1.794532201284733, 1.447003432, 1.356147731579319, 
2005, 11, 1.894168951, 1.710697283225127, 1.408787867, 1.3289212043023875, 
2005, 12, 1.935906694, 1.7282423543216314, 1.43223669, 1.3497862266505194, 
2006, 01, 2.011488733, 1.74919556380302, 1.287135598, 1.2040941943263352, 
2006, 02, 1.773690712, 1.565386444148397, 1.389310586, 1.2984804623172073, 
2006, 03, 2.360531883, 2.0742188474748318, 1.508256057, 1.4070582600663104, 
2006, 04, 2.031026903, 1.7332571100021334, 1.287609001, 1.1924477255028973, 
2006, 05, 2.056462242, 1.7300390748676484, 1.463809276, 1.3458024656750605, 
2006, 06, 2.409909926, 2.0358879689569718, 1.471209602, 1.3428752326444047, 
2006, 07, 1.63855587, 1.3524796681404574, 1.195880003, 1.0876503626281853, 
2006, 08, 2.166534066, 1.7523687127036547, 1.472917909, 1.3336406663591425, 
2006, 09, 2.299161452, 1.9150163688668556, 1.412289323, 1.2833242569464118, 
2006, 10, 2.384846645, 2.024907045483296, 1.572501859, 1.4327548090369702, 
2006, 11, 2.365300626, 2.010005825556711, 1.748954683, 1.5878250545494228, 
2006, 12, 2.366005389, 2.0072170308057737, 1.461342039, 1.3184548267632406, 
2007, 01, 1.541498598, 1.3143848894389842, 1.309914578, 1.1766042990391654, 
2007, 02, 2.004708086, 1.697847226142802, 1.432641529, 1.2766731075331277, 
2007, 03, 2.276773893, 1.9058275295875207, 1.675747895, 1.4828976095501223, 
2007, 04, 2.115036049, 1.7329866334847852, 1.586528876, 1.3978526765691044, 
2007, 05, 2.32470294, 1.89093300600476, 1.753293423, 1.5407724996359842, 
2007, 06, 2.613967183, 2.085787675288158, 1.544910647, 1.351796370032198, 
2007, 07, 2.077333493, 1.6304552650136996, 1.40364244, 1.227128862137115, 
2007, 08, 2.618291056, 2.047063814561138, 1.6434349, 1.4342956725781801, 
2007, 09, 2.597452345, 1.9981922202176081, 1.71155579, 1.4886277288846648, 
2007, 10, 2.500973217, 1.8921706715065596, 1.801647747, 1.5549930806972119, 
2007, 11, 2.312072319, 1.7031865631210736, 1.936982784, 1.656307399909382, 
2007, 12, 2.077237468, 1.5212926582811936, 1.539733593, 1.3099992253502164, 
2008, 01, 1.683378975, 1.207380371453769, 1.757498405, 1.4779289961901352, 
2008, 02, 2.159488941, 1.5780875332916424, 1.81861281, 1.5155101698299434, 
