<h3>Country2010</h3>
Time Series of Nominal and Indexed Data for U.S.-Mexico by Vessel (V), January 2004 -December 2014
Unadjusted and Adjusted for Inflation and Exchange Rate Fluctuations (Billions of U.S. Dollars)
Year,Month,Nominal Imports, Indexed Imports, Nominal Exports, Indexed Exports
2004, 01, 1.663155443, 1.663155443, 0.490502333, 0.490502333, 
2004, 02, 1.675233042, 1.6702565293732974, 0.551545333, 0.5477674466525312, 
2004, 03, 1.936428781, 1.921165619654903, 0.675665628, 0.6658256175785171, 
2004, 04, 1.76553735, 1.7464592388499123, 0.631825975, 0.6184215578647543, 
2004, 05, 2.15413589, 2.112185105716138, 0.711922524, 0.6941413302696788, 
2004, 06, 2.202770287, 2.1640867388039298, 0.47980229, 0.47098565056496655, 
2004, 07, 1.97992272, 1.9375913480311964, 0.515978082, 0.5040592679306626, 
2004, 08, 2.15462913, 2.098366326157623, 0.62463645, 0.6131584006609081, 
2004, 09, 2.157989711, 2.075544316977716, 0.628036758, 0.6141205168745942, 
2004, 10, 2.65843147, 2.478740344505025, 0.746794151, 0.7260496280196373, 
2004, 11, 2.480303377, 2.3408291012293057, 0.679977398, 0.6591946837516478, 
2004, 12, 1.912402624, 1.8517199825215844, 0.721741787, 0.6990149515454851, 
2005, 01, 1.943388745, 1.867358586572207, 0.690879378, 0.6640552448939966, 
2005, 02, 1.965657115, 1.876223721723712, 0.658432593, 0.6322695022895829, 
2005, 03, 2.417551785, 2.2293716190297888, 0.798469892, 0.7616979994232627, 
2005, 04, 2.378218699, 2.177150371321968, 0.7523577, 0.7143524902223914, 
2005, 05, 2.734821585, 2.4922754560512317, 0.829235231, 0.7888223851128107, 
2005, 06, 2.898214334, 2.619839158653057, 0.828051386, 0.7876962348944005, 
2005, 07, 2.558572057, 2.2983774980833993, 0.804281019, 0.7643679417489034, 
2005, 08, 2.888434417, 2.571752836128605, 0.870971995, 0.8293023310286207, 
2005, 09, 2.426038506, 2.1355069309303696, 0.699652214, 0.6606016398712263, 
2005, 10, 2.93958919, 2.608075141728325, 0.760572496, 0.7128170136586245, 
2005, 11, 2.784263648, 2.51457625039282, 0.799829239, 0.7544855122805668, 
2005, 12, 2.959494421, 2.6420300222128232, 0.840419274, 0.7920383331730099, 
2006, 01, 3.192366544, 2.776089821030073, 0.674432781, 0.6309207804735618, 
2006, 02, 3.051261298, 2.6929176778842163, 0.666338168, 0.6227744185951527, 
2006, 03, 3.208123531, 2.8190046238946342, 0.915242144, 0.8538331490194702, 
2006, 04, 3.351052951, 2.859753528983353, 0.9912105, 0.9179546782459854, 
2006, 05, 3.670827536, 3.08815544709628, 0.954825359, 0.8778509219060822, 
2006, 06, 3.607755741, 3.0478261568176737, 0.806695115, 0.7363266857122713, 
