<h3>Country1220</h3>
Time Series of Nominal and Indexed Data for U.S.-Canada by Pipeline (P), January 2004 -December 2014
Unadjusted and Adjusted for Inflation and Exchange Rate Fluctuations (Billions of U.S. Dollars)
Year,Month,Nominal Imports, Indexed Imports, Nominal Exports, Indexed Exports
2004, 01, 3.124901346, 3.124901346, 0.114065461, 0.114065461, 
2004, 02, 2.851906807, 2.776237537856311, 0.066764108, 0.06630679797120834, 
2004, 03, 2.773115733, 2.68235814515856, 0.125809392, 0.1239771754758816, 
2004, 04, 2.756190816, 2.651524281364971, 0.156122814, 0.15281061189690603, 
2004, 05, 2.616381086, 2.49223667141688, 0.153855296, 0.15001255928022192, 
2004, 06, 3.1699097, 3.0033682739866174, 0.11427907, 0.11217912721906632, 
2004, 07, 3.180635404, 3.016216324579424, 0.240507594, 0.2349519989172816, 
2004, 08, 3.228072655, 2.999709983452251, 0.033209104, 0.03259886786309343, 
2004, 09, 3.072089134, 2.8572565831253387, 0.120896408, 0.11821754638323546, 
2004, 10, 3.281202434, 3.022682245278617, 0.137464111, 0.13364561910930142, 
2004, 11, 3.46456046, 3.145299364269333, 0.095743271, 0.0928169898497028, 
2004, 12, 3.309301197, 3.0198070884819677, 0.22552673, 0.21842514744564973, 
2005, 01, 3.843370948, 3.504151716310179, 0.391823416, 0.37661045148040634, 
2005, 02, 3.239716815, 2.931171183960098, 0.178541602, 0.1714471777895794, 
2005, 03, 3.550463116, 3.1454548246024165, 0.331038249, 0.31579296166608606, 
2005, 04, 3.428506461, 3.0223110317582718, 0.238609881, 0.22655654708394488, 
2005, 05, 2.938835781, 2.6188609884556047, 0.295250826, 0.2808617531734459, 
2005, 06, 3.792086679, 3.3735607128298954, 0.148931579, 0.14167338648132882, 
2005, 07, 3.623917863, 3.168321334341146, 0.153914424, 0.14627629982443738, 
2005, 08, 4.434215688, 3.8171550200894484, 0.115514098, 0.1099875900580116, 
2005, 09, 4.68136506, 3.8853123490263863, 0.08171981, 0.07715867886321737, 
2005, 10, 5.079056982, 4.060191184975366, 0.100075062, 0.0937914626307256, 
2005, 11, 4.752632011, 3.866053850905677, 0.146706889, 0.13838981735731876, 
2005, 12, 5.402310635, 4.4352285620505505, 0.211734439, 0.19954539041293134, 
2006, 01, 5.554802886, 4.528971575924013, 0.176941014, 0.1655254100862921, 
2006, 02, 5.319096903, 4.449305692598477, 0.185516261, 0.17338760877378048, 
2006, 03, 4.37765887, 3.714375737280008, 0.310443607, 0.2896141139210618, 
2006, 04, 4.224518743, 3.5171253087617704, 0.120224958, 0.11133968277982034, 
